5000	0.000644
6000	0.000766
7000	0.000911
8000	0.001094
9000	0.001358
10000	0.001376
11000	0.001546
12000	0.001728
13000	0.001881
14000	0.001655
15000	0.001545
16000	0.001647
17000	0.001837
18000	0.001956
19000	0.002002
20000	0.002153
21000	0.002242
22000	0.002390
23000	0.002399
24000	0.002473
25000	0.002752
26000	0.002791
27000	0.003148
28000	0.003107
29000	0.003089
30000	0.003443
31000	0.003372
32000	0.003620
33000	0.003583
34000	0.003689
35000	0.003840
36000	0.003915
37000	0.004015
38000	0.004290
39000	0.004308
40000	0.004629
41000	0.004518
42000	0.004684
43000	0.004764
44000	0.004930
45000	0.005445
46000	0.005688
47000	0.005242
48000	0.005617
49000	0.006055
50000	0.006051
51000	0.005924
52000	0.006181
53000	0.006371
54000	0.006624
55000	0.006725
56000	0.006603
57000	0.006650
58000	0.006584
59000	0.006623
60000	0.006769
61000	0.006937
62000	0.006976
63000	0.007255
64000	0.007434
65000	0.007644
66000	0.007780
67000	0.007867
68000	0.008075
69000	0.008277
70000	0.008266
71000	0.008374
72000	0.008855
73000	0.009220
74000	0.009203
75000	0.009536
76000	0.009506
77000	0.009802
78000	0.009828
79000	0.009895
80000	0.010240
81000	0.010143
82000	0.010379
83000	0.010593
84000	0.010652
85000	0.010635
86000	0.010593
87000	0.010886
88000	0.011370
89000	0.011412
90000	0.011288
91000	0.011604
92000	0.011424
93000	0.011650
94000	0.011167
95000	0.012046
96000	0.011302
97000	0.011246
98000	0.011367
99000	0.011453
100000	0.012235
